signal,prompt,n_words,meta_correctness,asr_text,asr_words_correct,asr_correctness,abs_error,note
6095b8dba27815cbe73bb5e2,day after day show after show,6,1.0,"Day of the day, show up to show.",4,0.6666666666666666,0.33333333333333337,
156f29e6c64c9abaae96943f,when the doorbell rings i jump out of my sit,10,0.8,they make my childhood,1,0.1,0.7000000000000001,
c74c7bb6539deab11c58b323,theres nothing to do but drink in the view,9,0.4444444444,There's nothing to do but to make him the king,5,0.5555555555555556,0.11111111115555555,
f392542c2f96f71d9cc79aab,you make me feel so clean,6,1.0,The man made me so clean,3,0.5,0.5,
2b516a1952c1e6d80009c0fa,they stayed the river bottle wings of love,8,0.125,Website,0,0.0,0.125,
8ef8e5e2dc006349585552c4,one and one is three,5,0.0,both,0,0.0,0.0,
ae9cb677b3ffa716193f853b,no fly list you are on the ground,8,0.0,"Merry Christmas, Beggar Fakes",0,0.0,0.0,
065b0d7da071465fde7180fa,one two three here we go,6,1.0,"One, two, three, we got it!",4,0.6666666666666666,0.33333333333333337,
4b2fab8b53f2165f45fa7a84,choice choice and you will become rejoiced,7,0.4285714286,Joy Erik,0,0.0,0.4285714286,
c3c1bb363b69f66c41d82d95,the sorrow everywhere the infiniteness of resistance,7,0.0,Let us sing.,0,0.0,0.0,
0ed8c30861544c53895eed3d,i want to kiss anaesthetic into your veins,8,0.875,A warning kiss And a static into your veins,4,0.5,0.375,
c2c1e8d9da803cebe4b1d598,songstress sweet songs playing all the same,7,0.4285714286,obstacle seven four three three three separate separate of last five on the off off free 알아 no no miesz ab bothered on hasold released,1,0.14285714285714285,0.2857142857428572,
e1722773a7fc7ae6acd0c750,it used to lie flat across my palm,8,0.5,this is immyhuman,0,0.0,0.5,
48a489756af2f939872fd228,my time is all my own,6,0.8333333333,Mypro'l i TIrevey o mi ou,0,0.0,0.8333333333,
a75b8f2e79d7de7d149bd0ec,now jonesy stopped and spoke to girlie,7,0.0,Don't be saddened for the very least,0,0.0,0.0,
d4f6016fdd785ca1276392e0,called to see if she had like to go,9,0.6666666667,All to see if he'd like to go,6,0.6666666666666666,3.33333360913457e-11,
d19ad8ab2142659e2866783b,how to dance the ? at the national coalition party,10,0.4,How is the end of the National Commission Party?,5,0.5555555555555556,0.15555555555555556,
2a4e944f9d32d7bcc5a29b1f,will you please shake me,5,0.4,William Brownllä,0,0.0,0.4,
cc31362b645eb0c7ba79c904,never want to walk behind you,6,1.0,The man who I know I know I know,0,0.0,1.0,
2959f0189b48e3005a1c626c,and you just will not stop,6,1.0,And you just won't stop.,4,0.6666666666666666,0.33333333333333337,
607115331cd5165c66aeb98e,stick to the bars as he counts those stars,9,0.4444444444,"Take to the bar, as it comes close to her heart",3,0.3333333333333333,0.11111111106666671,
bc6da199c195c23ea778de52,ain't it fine ain't it super fine ain't it fine,10,0.1,"Here's the body, look at the body, look at the body",0,0.0,0.1,
aff1dd6ecb1b85f23dd0a166,no one was there so no one should touch you,10,0.0,No one would think I know So no one should touch you,8,0.8,0.8,
f679e88fbf26dbea9104656d,where to go from this,5,0.0,Let's get going!,0,0.0,0.0,
bd400f8fae734960a974e1ed,i know all about the crying,6,0.8333333333,,0,0.0,0.8333333333,
fcb6ec5a47b4d3bd4370377c,where you rest your night is that enough,8,0.375,Where are you? Rest your mind? Is that enough?,7,0.875,0.5,
67336fcfe66334be17835cda,till the sun is slowing down,6,0.0,,0,0.0,0.0,
7afdd34d2aa17c148f1cf2e8,and a monkey in a shoe,6,0.1666666667,scratch,0,0.0,0.1666666667,
13c27d50627dc2a9664bbe99,the questions do not mean so much,7,0.0,,0,0.0,0.0,
f6f14fe65f2f6fa1ffe9a807,it was august twentieth nineteen ninety three,7,0.0,"It was August 20th, 1993.",3,0.42857142857142855,0.42857142857142855,
ccca09f870714205b363d023,sunday morning i felt afraid,5,0.8,shoulders oxidizer Dz. solely,0,0.0,0.8,
3f7dbe7eed04fae25b316f79,in the sky high no clouds where you can hide,10,1.0,It was!,0,0.0,1.0,
91eaa6e9a3a67c84077a9570,say what you feel feel what you say,8,0.875,"Say what you feel, feel what you say",8,1.0,0.125,
e0ea40a4195b71ece8a32f17,this is the night that you will learn to submit,10,0.8,This is the night that you will learn to submit.,10,1.0,0.19999999999999996,
ea751c829617963c3fa9f025,do not hold back because it is real that way,10,0.6,"Don't hold back, cause it's real that way.",5,0.5,0.09999999999999998,
4ef3a3cd528d01fcebf89d01,i am a queen bee i am a queen bee,10,0.0,"I'm not free man, I'm not free man.",0,0.0,0.0,
486621bab6573bf23550fe4e,i still cant seem to find you,7,0.2857142857,I don't care if I do.,1,0.14285714285714285,0.14285714284285717,
fce88fd0a6b89f53cd1b9091,he says he does not care about animals,8,0.5,...,0,0.0,0.5,
a5471a26255ed2e8f9c83dae,lord have mercy on us,5,0.0,,0,0.0,0.0,
3b8792cb5090c0d846bdfd09,we had our strength in numbers,6,0.0,Cash off saying nothing but death,0,0.0,0.0,
ba90b61974e5b48befab3b43,yeah i get lost i get lost in you,9,0.0,"Here I belong, here I belong to you.",3,0.3333333333333333,0.3333333333333333,
fad0bcf24e6b2004494b4ead,just want to feel beat move to my own mind,10,0.0,,0,0.0,0.0,
54102de60dacf20503721b46,i have to be in heaven,6,1.0,I have to be happy,4,0.6666666666666666,0.33333333333333337,
3194d1b92252813edd70477a,had no dream living our dream,6,0.5,"Have no dream, live and all dream.",3,0.5,0.0,
1d4323c9bbb9d0951ca6d275,we will be along we will be along,8,0.125,"We're gonna be alive, we're gonna be alive",2,0.25,0.125,
95fdfc2b4747db0828a9033f,who said it was ok,5,0.0,mir nothing,0,0.0,0.0,
74bb3b698062fddf215badec,i has been turned into sand,6,0.3333333333,I was hoping it so,1,0.16666666666666666,0.16666666663333332,
09a38a50fc0fa504bb9c4de1,walking by when alarm clocks cry,6,0.0,I,0,0.0,0.0,
ba42f429edaabc04bbdd6a68,but you can't ever come back,6,0.3333333333,Ever,1,0.16666666666666666,0.16666666663333332,
40f0a23e8fe41d2f208ecba4,he is getting wicked jack,5,0.8,He's gotta make a job,0,0.0,0.8,
8d3112361aee12500ad333d8,on its back the stars are like snow,8,0.0,On and back the stars are my snowing,5,0.625,0.625,
bcce1799996ff675c2958614,do not try to go beside i am going to go,11,0.9090909091,"Don't try to go beside, I'm gonna go.",5,0.45454545454545453,0.4545454545545455,
177ddb7e06bb7cc680415535,can you let it be,5,0.0,Shemaki,0,0.0,0.0,
d5d27d01788409fcb8f2cb30,on city streets across the sea,6,0.1666666667,There's any streets across the sea,4,0.6666666666666666,0.49999999996666666,
0fd2aa806c2c15d6a9e98e69,send us your coordinates we will send a saint bernard,10,0.0,one,0,0.0,0.0,
5a3a95d8da45e871e5034d32,cause i had been so smart and bold,8,0.0,Go back into smart info,1,0.125,0.125,
2046bb97fc15c98f7dbeffbc,an island resting in the inky night,7,0.1428571429,Another Luke.,0,0.0,0.1428571429,
bd70b9db19154eba7df32de4,it says you spoke me here,6,0.5,goes so,0,0.0,0.5,
87479a1aa9c6d7cb365b429e,keep me safe and sound,5,0.0,,0,0.0,0.0,
1c935e34ec9c7cd3eb89cafa,death is not the change that makes the end,9,0.3333333333,"That's a massive change, that makes the end.",5,0.5555555555555556,0.2222222222555556,
168f566fe35c31d604aed65a,rage has a way of unleashing your soul,8,0.5,Right age has a weapon of unleashing your soul.,6,0.75,0.25,
0ae05365000d116117dd53af,diogenes and descartes fly my kite,6,0.1666666667,oh,0,0.0,0.1666666667,
fb932928cf08306d4559816a,we name your limbs after saints,6,0.0,I know Jennie is single when she is moving. Jenge誦是一首 But I know yein Are ya not a baby's breast? Zhao Plom Sorryalone invisible Playing with you aren't you,0,0.0,0.0,
f830192ba11cafb8a959d00e,to see it in your eyes,6,0.0,départ,0,0.0,0.0,
127c422df01a5ecc54d427e2,i will let you look up my skirt,8,0.125,Melachi let's love master,0,0.0,0.125,
1f3b4bab95065f5ff9fd83fc,to see something here was strange i fell,8,0.625,To see something you were strange I fell,6,0.75,0.125,
2802d2bbc586cee75f3a4d73,oh lord way out west,5,0.6,"Oh, Lord, where are we?",2,0.4,0.19999999999999996,
708d35b1bdc3a3b9bc43f126,jesus is me and you,5,1.0,Jesus is me and you.,5,1.0,0.0,
540f5762901aafeedc59ce7c,research your pixels for a while,6,0.6666666667,Research your pixels for a while.,6,1.0,0.33333333330000003,
f0f9739853ebccf4f1ebfef8,but my boy he brings me joy,7,0.0,A C-P-P-P-P-P-P-P-P-P,0,0.0,0.0,
e52c6f33c7711f76dc24b3ea,in miracle or santa in kissing on the first date,10,0.0,Pуют,0,0.0,0.0,
603e90284958a831fd0abae0,what are you waiting for,5,1.0,What are you waiting for?,5,1.0,0.0,
2c79a06e8c1abf71ece1aafd,and i will not let you worry when it is cold outside,12,0.5833333333,,0,0.0,0.5833333333,
0fd6843778b01f5c8d9436c5,my love was left behind,5,1.0,My love was left behind,5,1.0,0.0,
7b8d1e87e5749240290a75c1,there is no chance says these swollen glands,8,0.625,"There is no chance, there is no plan.",4,0.5,0.125,
4bb366b3056ef7c569922356,i guess i will stay at home and watch videos,10,0.2,I'll get some say hope and what is T.O.,1,0.1,0.1,
8869ce4b9e801ed20a7f8aee,how do we all control the past,7,0.4285714286,We all control the fabric.,4,0.5714285714285714,0.14285714282857137,
24f5b97007a4d6776d1e591e,you want to get real hot,6,1.0,You want to get real high?,5,0.8333333333333334,0.16666666666666663,
50b381d73e88487dbfaa1687,and you kept me on my knees,7,1.0,And you kept me on my mind.,6,0.8571428571428571,0.1428571428571429,
a91597102cd4a910e313c975,yeah we move with the snow,6,0.0,,0,0.0,0.0,
bdd584addee4ac3193e3cb2e,nobody knows half the troubles i feel,7,0.4285714286,No hope I need no one Have that trouble guide me,1,0.14285714285714285,0.2857142857428572,
ad88e4e6d89438652927821f,we all need love but we never ask,8,0.0,Let's introduce three iconic three from Jimmy Lっていう,0,0.0,0.0,
c74dd9cd122f06342d763906,stick long as you keep moving,6,0.8333333333,Still long as you can't move in it.,3,0.5,0.33333333330000003,
2c367f9e659519e767baa2fd,two a m you have been out for the while,10,0.0,I,0,0.0,0.0,
158535aac3a83d0e788a654e,with body hair switch spots,5,0.6,"We're people we out, experts!",0,0.0,0.6,
48b9476b4a41bc28527c9e73,flying through your friendly sky,5,0.0,,0,0.0,0.0,
d3468fd26cd7079960ff602b,living life in a metal box,6,0.1666666667,Mosquitoes live in an alive mental contact 59%,1,0.16666666666666666,3.33333360913457e-11,
993ee86506b713977408b6bc,sacrificed every bit of sanity,5,0.0,,0,0.0,0.0,
cfea5cd10e552a9e310ea925,i am so bored but i ain't going to call ya,11,0.8181818182,I'm so bored that I ain't got to show ya,6,0.5454545454545454,0.2727272727454546,
8c74ef075258b28fc597c7b3,we name your limbs after saints,6,0.1666666667,A stingling and,0,0.0,0.1666666667,
68136016a594d25801a4b261,lord have mercy on us,5,0.0,And I don't have matters You don't have the difficulties True,1,0.2,0.2,
570d079414d627a887943e1b,with body hair switch spots,5,0.0,,0,0.0,0.0,
8d9d40379fc088763d8d5d59,and you just will not stop,6,0.3333333333,And you just won't stop,4,0.6666666666666666,0.33333333336666665,
4afcf070735d5bea03392a8b,nobody knows half the troubles i feel,7,0.1428571429,so hahahaha i didn't know have that summer time,1,0.14285714285714285,4.285716226348768e-11,
63aba0c946789963ad3f2476,sacrificed every bit of sanity,5,0.0,It's sacrifice every bit of sanity,4,0.8,0.8,
ece46e63a004353459971a2c,it used to lie flat across my palm,8,0.25,It used to lie flat across my palm,8,1.0,0.75,
c4227f0ec6139ddd0de15847,it was august twentieth nineteen ninety three,7,0.8571428571,"Was August 20th, 1993.",2,0.2857142857142857,0.5714285713857143,
2d149845224ab87f97d20833,research your pixels for a while,6,0.0,Okay...,0,0.0,0.0,
4d27aea0b510f96a2c40a024,this is the night that you will learn to submit,10,0.1,This is the night that you will end to submit.,9,0.9,0.8,
3938506480df41f139a477ec,my love was left behind,5,0.0,,0,0.0,0.0,
82e8b2f02f9f70847a449b0a,the questions do not mean so much,7,0.0,versus,0,0.0,0.0,
39e8b0fe8e20d87015367fd5,now jonesy stopped and spoke to girlie,7,0.2857142857,Don't sit in further pain,0,0.0,0.2857142857,
620d28ed1b10568063d4ecef,i know all about the crying,6,0.3333333333,"Let's go, let's go, let's go.",0,0.0,0.3333333333,
88dd30acd572ce6b6eeec7ee,walking by when alarm clocks cry,6,0.0,issant Hungry,0,0.0,0.0,
ab2c68aa17f754be38dfd51f,we will be along we will be along,8,0.0,We're gonna be alive. We're gonna be alive.,2,0.25,0.25,
532f887c2042b8240b2633a8,what are you waiting for,5,1.0,What are you waiting for?,5,1.0,0.0,
e5b634bff1a9e1c83053b416,do not try to go beside i am going to go,11,0.0,Don't try to go beside I'm gonna go,5,0.45454545454545453,0.45454545454545453,
b60021df6b5c58770253ec6e,you want to get real hot,6,0.8333333333,You want to get real high.,5,0.8333333333333334,3.33333360913457e-11,
c12b467c6225a6914a285545,i am a queen bee i am a queen bee,10,0.0,"I'm not going back, I'm not going back.",0,0.0,0.0,
2d21adf4a931705c72de786a,where to go from this,5,0.2,,0,0.0,0.2,
2aa076db5cc47a72b214687f,living life in a metal box,6,0.0,"Looking in the land, I'm metal in my",2,0.3333333333333333,0.3333333333333333,
c354f1c3a3535f27ebe0cf67,i am so bored but i ain't going to call ya,11,0.0,,0,0.0,0.0,
4cbbc45d5bbf61674adc35fc,jesus is me and you,5,0.0,This Ici Is Exactly,1,0.2,0.2,
22f3244af372e976a1c3324f,do not hold back because it is real that way,10,0.2,so,0,0.0,0.2,
dd4abb7ec8b09481e552f7bf,i has been turned into sand,6,0.1666666667,My husband turned into a star,2,0.3333333333333333,0.16666666663333332,
8afd53ef9217406f509db6ed,and i will not let you worry when it is cold outside,12,0.0,"Now let you worry, it's cold outside.",5,0.4166666666666667,0.4166666666666667,
6460eb634c24123ea936d02b,flying through your friendly sky,5,0.0,"I'm like a player, dude, I'm a friendly sky, I wake up",2,0.4,0.4,
800421b2e7c40b34980bece4,i want to kiss anaesthetic into your veins,8,0.0,a Von Aquis and a ocidental,0,0.0,0.0,
537b7c6d09db7f4de9722fa1,two a m you have been out for the while,10,0.3,See where I'm? You've been out for the while,5,0.5,0.2,
9bf5ccaeba7a224373392bd3,rage has a way of unleashing your soul,8,0.125,<|mr|> Leaders,0,0.0,0.125,
e4979cdcf0f61f6f294b5a54,on city streets across the sea,6,0.6666666667,On city streets across the sea.,6,1.0,0.33333333330000003,
e3eb213c9da9ec855a391dfd,yeah i get lost i get lost in you,9,0.0,"Yeah, I can love, I can love to you.",4,0.4444444444444444,0.4444444444444444,
8af9b1951f80383f9da8ffb8,had no dream living our dream,6,0.0,"Having nothing, living nothing.",1,0.16666666666666666,0.16666666666666666,
146b82c3be3602270b1f072b,no one was there so no one should touch you,10,0.0,"No one was there, yeah So no one should touch you",10,1.0,1.0,
d27a6f79a8ad52aaa2d898e4,he says he does not care about animals,8,0.375,He's such an old caravan and a mouse.,0,0.0,0.375,
591c13a6c304643135d870d6,there is no chance says these swollen glands,8,0.0,The Red Bull Trail The Red Bull Trail The Red Bull Trail,0,0.0,0.0,
93b84bfb9cf8cde9e9807ca7,i guess i will stay at home and watch videos,10,0.0,I'll get to say hope and watch this D.O.,2,0.2,0.2,
f75614486ac467bcae5a34a3,and you kept me on my knees,7,0.0,"...and he, he had a guiding light on black hill guilt. WHAT了?",2,0.2857142857142857,0.2857142857142857,
2e3e635a3d10ed0ea1a64bc3,my time is all my own,6,0.1666666667,My time is over.,3,0.5,0.33333333330000003,
60517c62326a6c0bbec168ad,to see it in your eyes,6,0.0,Can see it in your eye.,4,0.6666666666666666,0.6666666666666666,
e74ca106fdd2ae33da07f0eb,but my boy he brings me joy,7,0.0,Throw all your savings first night,0,0.0,0.0,
d938022ccd4a833bb7647209,in miracle or santa in kissing on the first date,10,0.0,hope i did it,0,0.0,0.0,
3aa4656986e0d4b2de2ef7b3,songstress sweet songs playing all the same,7,0.0,of these build.,0,0.0,0.0,
db60682dc66bb6d4d553f8dc,stick long as you keep moving,6,0.0,,0,0.0,0.0,
2fff92808a1e7f773c423379,on its back the stars are like snow,8,0.125,"On his back, the stars are my snow.",6,0.75,0.625,
718cf117bb5851369bc33e3d,diogenes and descartes fly my kite,6,0.0,Every night you leave a make up your mind Crack You,0,0.0,0.0,
fa5adb7144653e787ca67217,the sorrow everywhere the infiniteness of resistance,7,0.0,Ooh!,0,0.0,0.0,
b95e4d053ff7a1b8982714e5,i have to be in heaven,6,0.1666666667,I've had some fun!,0,0.0,0.1666666667,
5d233e321e0040777cb59cc0,who said it was ok,5,0.0,For that one on my hand.,0,0.0,0.0,
a016ff5eac699844242851ea,called to see if she had like to go,9,0.0,All to see if he'd like to know,5,0.5555555555555556,0.5555555555555556,
342c697b96770b10cb797f4e,we all need love but we never ask,8,0.0,So,0,0.0,0.0,
e3204166d054aabe02b923fe,just want to feel beat move to my own mind,10,0.0,It won't be the people to my own man.,3,0.3,0.3,
5220638a3e9a4c55f7b32fe1,yeah we move with the snow,6,0.0,좀 remember 우리나라,0,0.0,0.0,
aa260c05252c802fc18a1bde,an island resting in the inky night,7,0.0,YOU N Spread,0,0.0,0.0,
559314756e0ce5ebce5cf2cb,where you rest your night is that enough,8,0.25,Where you rest your mind Is that enough?,7,0.875,0.625,
dc430c29ef8ba4c95b21bf88,it says you spoke me here,6,0.1666666667,Since you spoke me here...,4,0.6666666666666666,0.49999999996666666,
796a134edd3db9e2a3892037,send us your coordinates we will send a saint bernard,10,0.0,だけ You've shown me... recorded this.真正最童 You,0,0.0,0.0,
61621cdbc678f62a713dfe83,we had our strength in numbers,6,0.0,Relax!!,0,0.0,0.0,
8261104dcf073d206a906434,cause i had been so smart and bold,8,0.0,God god knows he is mad and soul.,1,0.125,0.125,
ed09119a74c11a48bf7ce4d4,death is not the change that makes the end,9,0.0,The death is not the change that makes the end.,9,1.0,1.0,
2845b6a43bcea19ec417f80e,stick to the bars as he counts those stars,9,0.2222222222,Fingertalk,0,0.0,0.2222222222,
bcaa1ef3a0b446f943644735,how to dance the ? at the national coalition party,10,0.2,How to dance the world at the National Commission Party?,8,0.8888888888888888,0.6888888888888889,
71befebe8d824ed02ccad0a9,i still cant seem to find you,7,0.7142857143,You still can't see in the fine view,2,0.2857142857142857,0.4285714285857143,
4fffb97c5204b77a325dcf90,can you let it be,5,0.0,Can you let it be?,5,1.0,1.0,
eba34e2d91bea91ac025d568,oh lord way out west,5,0.0,ision,0,0.0,0.0,
88264a8e630554bb742cc4d3,to see something here was strange i fell,8,0.0,To see something you were strange of,4,0.5,0.5,
6ebb3d975b76b2b0215332ea,till the sun is slowing down,6,0.3333333333,,0,0.0,0.3333333333,
0e933ab70aa1babed488044f,say what you feel feel what you say,8,0.0,salt,0,0.0,0.0,
60dee6f2b88f37bb794a85ab,i will let you look up my skirt,8,0.125,持,0,0.0,0.125,
6f0361881fd0ef593ba5927d,ain't it fine ain't it super fine ain't it fine,10,0.0,"Here's the violin, here's the violin, here's the violin!",0,0.0,0.0,
f597b87dfe2f8b78ac119a8e,and a monkey in a shoe,6,0.0,The vaccinationTC.,0,0.0,0.0,
45787a973e6173c198fb54b3,in the sky high no clouds where you can hide,10,0.0,"Uh Pearl,",0,0.0,0.0,
a1c02d376b2a26af63ca347b,he is getting wicked jack,5,0.0,You've got to play this job.,0,0.0,0.0,
68a285119999f5e721d1caef,but you can't ever come back,6,0.0,Back into K.»EVER045,1,0.16666666666666666,0.16666666666666666,
d49563fe3c9bc85121eaa664,never want to walk behind you,6,0.3333333333,"Man, I'm proud of what you've got to do.",1,0.16666666666666666,0.16666666663333332,
e19c724ee9105f217f8f988f,will you please shake me,5,0.2,We are pleading to shake man.,1,0.2,0.0,
e917979a2c696970b17ab19c,sunday morning i felt afraid,5,0.4,,0,0.0,0.4,
3c96177f009e7eafa0115309,how do we all control the past,7,0.7142857143,Now we all control the path,4,0.5714285714285714,0.1428571428714286,
999503713bc6d145866a80d1,keep me safe and sound,5,0.0,,0,0.0,0.0,
ae785cd963974ee2511bbf8b,you want to get real hot,6,1.0,You want to get real hot?,6,1.0,0.0,
0fd9ee8bfcffee989d0b84e3,stick long as you keep moving,6,0.0,,0,0.0,0.0,
a15a75b23747bce6757828d1,i am a queen bee i am a queen bee,10,0.0,"I'm a free man, I'm a free man.",2,0.2,0.2,
17a228ba2291420ddb41e8c9,the questions do not mean so much,7,0.1428571429,Questions don't mean some other.,2,0.2857142857142857,0.1428571428142857,
5480e024e601734ce6187bc2,no one was there so no one should touch you,10,0.2,No one would say yellow So no one should touch you,8,0.8,0.6000000000000001,
919dac55c9c6fae4a6fe4fd9,and i will not let you worry when it is cold outside,12,0.5833333333,"Now when you're worried, you know that I...",3,0.25,0.33333333330000003,
b11fb8982d4a8d8b47cdc700,there is no chance says these swollen glands,8,0.75,"There is no chair, there's no process, there's no wind, there's no wind.",3,0.375,0.375,
f8a755f53f78e7b8babdb4db,how do we all control the past,7,0.7142857143,I'm gonna wish I could solve the path,1,0.14285714285714285,0.5714285714428571,
295ce837f4e0a13e41aba9af,in the sky high no clouds where you can hide,10,0.4,,0,0.0,0.4,
250ae6a9aa26892b05f52cd1,it was august twentieth nineteen ninety three,7,0.7142857143,"Was August 20th, 1993.",2,0.2857142857142857,0.4285714285857143,
7c5edae7703c9472acaff854,on city streets across the sea,6,0.5,Eat,0,0.0,0.5,
7b114349ac828efd5dce8456,and you just will not stop,6,0.1666666667,Jonathan,0,0.0,0.1666666667,
6e9c2bc59faedbb9f9b125f4,stick to the bars as he counts those stars,9,0.3333333333,render,0,0.0,0.3333333333,
5718e8056d26e342f7766ad1,it says you spoke me here,6,0.5,sls,0,0.0,0.5,
5d28ba7ec066516a1efe2b53,my love was left behind,5,0.6,kiss,0,0.0,0.6,
dca9847c292b0a724649cd4d,lord have mercy on us,5,0.0,Diabel Lou Liberty,0,0.0,0.0,
ceaa6a5f5fdb8721baccee3a,oh lord way out west,5,0.6,"Oh Lord, where are we?",2,0.4,0.19999999999999996,
59499837c197d3ecb7090fe3,but my boy he brings me joy,7,0.5714285714,"I'm sorry, I'm sorry, I'm sorry.",0,0.0,0.5714285714,
18082bbbb0096dec846af57e,i have to be in heaven,6,0.5,I like the theme song.,1,0.16666666666666666,0.33333333333333337,
4a2f56f1b10253891f296332,jesus is me and you,5,0.0,Give me a little yeah you...,2,0.4,0.4,
6156e15e26b0e3065f8122df,i guess i will stay at home and watch videos,10,0.8,I guess I'll stay home and watch VITTOs.,6,0.6,0.20000000000000007,
e51cf1578366f772fde324f8,we will be along we will be along,8,0.5,We will be alone. We will be alone.,6,0.75,0.25,
c90a58d576de944e7e74f278,i know all about the crying,6,0.3333333333,,0,0.0,0.3333333333,
491bae458bd43a2f41de59ae,send us your coordinates we will send a saint bernard,10,0.0,Come on where are you going?irty baby baby my God Here we go,1,0.1,0.1,
20d4f1c5b4f08564cc0986b4,i still cant seem to find you,7,0.5714285714,You still can't say the fine too.,2,0.2857142857142857,0.28571428568571433,
7a84d6415b0bc1295c85bcff,keep me safe and sound,5,0.6,Keep me saving the sound.,3,0.6,0.0,
a1babeb8605ad3fd0227b91d,i am so bored but i ain't going to call ya,11,0.6363636364,I'm no fraud but I ain't got to call ya,6,0.5454545454545454,0.09090909094545463,
2169c60cb4810f9f35ff4d83,now jonesy stopped and spoke to girlie,7,0.1428571429,John D Sergeant broken verdict,0,0.0,0.1428571429,
47b33433e113d023242bb000,do not hold back because it is real that way,10,0.5,Don't know what to do because it's real that way.,5,0.5,0.0,
1dc281f43fdeaf1a68026d08,in miracle or santa in kissing on the first date,10,0.5,That evening went space and I'll be seeing my birthday!,0,0.0,0.5,
c8c57f96353ff86b00f60ab6,and a monkey in a shoe,6,0.1666666667,A 101-year libry,1,0.16666666666666666,3.33333360913457e-11,
f986517124cece1b1b7b79b0,say what you feel feel what you say,8,1.0,,0,0.0,1.0,
bb6161ad6c9abebe95e79283,we all need love but we never ask,8,0.0,c'est plus explorat c,0,0.0,0.0,
b7154bf64418f81ab84eef00,ain't it fine ain't it super fine ain't it fine,10,0.1,"If I didn't survive, I didn't survive.",0,0.0,0.1,
22f67ca453a70c155fa4fda0,sunday morning i felt afraid,5,0.8,Sunday morning I felt afraid,5,1.0,0.19999999999999996,
ef3ec78dded2d85e570d40df,i will let you look up my skirt,8,0.375,Laweek Natubs,0,0.0,0.375,
b6fd9805ca12d48e37dff3e2,this is the night that you will learn to submit,10,1.0,This is the night that you will learn to submit.,10,1.0,0.0,
899c6681a5b584666bb12ed0,had no dream living our dream,6,0.1666666667,"Having our dreams, women our dreams",1,0.16666666666666666,3.33333360913457e-11,
2c664ecdd548f9a961dfcdeb,rage has a way of unleashing your soul,8,0.25,libblཽ shr,0,0.0,0.25,
01d3c5f13ed9452e3d9358da,to see something here was strange i fell,8,0.625,"To see something here was strange, I fell.",8,1.0,0.375,
0b73cef4b079fd9749947ddf,i has been turned into sand,6,0.8333333333,My heart has been turned into sun,4,0.6666666666666666,0.1666666666333334,
f63134823dbed5741ff3e5d3,called to see if she had like to go,9,0.2222222222,"Choirs are excited for twice You see, see, my minute",1,0.1111111111111111,0.11111111108888891,
2f2d6ff1ff5fbe1137ebfbc2,songstress sweet songs playing all the same,7,0.8571428571,"Song, Christmas, we song, play, and all the same.",3,0.42857142857142855,0.4285714285285715,
9109b8878980bc863c7f73fa,with body hair switch spots,5,0.4,,0,0.0,0.4,
045c17605565c75a53664633,living life in a metal box,6,0.6666666667,Living a life in the metal box.,6,1.0,0.33333333330000003,
c597e747d63cb12d61765714,but you can't ever come back,6,0.3333333333,Yeah,0,0.0,0.3333333333,
f0213ad435505274d55ca429,research your pixels for a while,6,0.3333333333,Re آч wir,0,0.0,0.3333333333,
c58f47a4d6fb82fe1b73ff05,he is getting wicked jack,5,0.6,He's got a chicken down,0,0.0,0.6,
dddbee532165c5bb30c3699e,two a m you have been out for the while,10,1.0,2 a.m. You've been out for the while.,7,0.7,0.30000000000000004,
bc96fe3bcdf62e196dc8f56b,he says he does not care about animals,8,0.875,He says he doesn't care about animals.,6,0.75,0.125,
308b0b81f79573199a9a09d4,till the sun is slowing down,6,0.3333333333,Do this time to slow them down,1,0.16666666666666666,0.16666666663333332,
302281d660c27c5c62f2bb70,i want to kiss anaesthetic into your veins,8,1.0,A lawn 꺼뚯 Had a sad underneath your back,1,0.125,0.875,
296cc5380dc6aa9b7cf5797e,cause i had been so smart and bold,8,0.875,Cause I'd been so smart and bold.,6,0.75,0.125,
fc16f505e917d5b310c582ac,what are you waiting for,5,1.0,What are you waiting for?,5,1.0,0.0,
e3f0e85c63a40e098eef6b6f,we had our strength in numbers,6,0.8333333333,It has all strength and numbers,2,0.3333333333333333,0.4999999999666667,
6895e98f5a0a085d3ef2946a,do not try to go beside i am going to go,11,1.0,Don't try to go beside I'm gonna go,5,0.45454545454545453,0.5454545454545454,
27f7d0b126ed6cbadce8b1ab,will you please shake me,5,0.0,You should be,1,0.2,0.2,
6d78fdf8186e9330a021112e,to see it in your eyes,6,0.0,enge,0,0.0,0.0,
55139b78dbe555cecdd8dc31,sacrificed every bit of sanity,5,0.4,,0,0.0,0.4,
d0957d8bc12b8d7ab4eee6d0,never want to walk behind you,6,1.0,I'm the ever wouter' what beehinde,0,0.0,1.0,
97b2d71987b53995bcdfb201,on its back the stars are like snow,8,1.0,"On his back, the stars are like snow.",7,0.875,0.125,
12b08f2a70042a6bed998131,my time is all my own,6,1.0,My tiny small my little,2,0.3333333333333333,0.6666666666666667,
f88038827e7eb1ef3ad1fab5,flying through your friendly sky,5,0.0,I,0,0.0,0.0,
c688e90571ea6d5d5092746b,walking by when alarm clocks cry,6,0.6666666667,Rocket Mine,0,0.0,0.6666666667,
